Temprature( Celcius),Humidity(g.m-3),Elevation(feet),Petrol tax(% of price),Nifty 50 turnover(Cr),Number of dispensers in fuel station,Storage capacity (KL),Number of vehicles visiting the station,Petrol sold(KL),Diesel Sold(KL)
24°C,54 g/m³,820,17,38210.57,6,15,18410,46.3,33.4
25°C,57 g/m³,820,26,36862.29,6,15,16144,55.599999999999994,35.3
26°C,60 g/m³,820,13,39792.45,6,15,10977,38.5,20.099999999999998
27°C,63 g/m³,820,16,37205.39,6,15,8621,37.1,51.8
28°C,65 g/m³,820,35,29374.92,6,15,8743,52.5,42.599999999999994
29°C,63 g/m³,820,31,26766.78,6,15,18553,43.8,28.3
30°C,60 g/m³,820,19,26249.06,6,15,9298,31.8,49.1
31°C,57 g/m³,820,27,23599.51,6,15,3347,41.2,40.199999999999996
30°C,54 g/m³,820,32,29934.45,6,15,17454,44.1,54.5
29°C,51 g/m³,820,22,34139.01,6,15,8835,42.800000000000004,31.7
28°C,48 g/m³,820,34,31479.52,6,15,15791,54.5,49.900000000000006
27°C,45 g/m³,820,15,38866.01,6,15,20798,32.599999999999994,46.4
26°C,42 g/m³,820,18,32125.62,6,15,13403,46.4,34.6
25°C,39 g/m³,820,28,35982.19,6,15,5468,44.2,23.4
24°C,36 g/m³,820,21,39891.23,6,15,6158,27.400000000000002,38.9
23°C,33 g/m³,820,30,34761.24,6,15,15990,21.400000000000002,57.599999999999994
22°C,30 g/m³,820,25,30958.37,6,15,16685,38.7,39.2
21°C,27 g/m³,820,33,27035.17,6,15,10860,54.5,25.6
20°C,30 g/m³,820,20,38202.41,6,15,13957,51.1,53.2
19°C,33 g/m³,820,14,39752.34,6,15,6906,51.6,37.9
18°C,36 g/m³,820,26,30868.22,6,15,7768,44.2,26.7
17°C,39 g/m³,820,29,33622.56,6,15,13070,28.3,52.300000000000004
16°C,42 g/m³,820,23,29133.79,6,15,16953,54.800000000000004,35.4
17°C,45 g/m³,820,36,38509.18,6,15,16197,49.699999999999996,32.9
18°C,48 g/m³,820,17,35884.91,6,15,3138,44.699999999999996,47.800000000000004
19°C,51 g/m³,820,31,30476.76,6,15,16813,32.400000000000006,29.700000000000003
20°C,54 g/m³,820,17,35709.35,6,15,14311,43.4,58.9
21°C,57 g/m³,820,28,30762.12,6,15,14444,44.699999999999996,44.5
22°C,60 g/m³,820,19,28245.99,6,15,20699,28.2,21.099999999999998
23°C,63 g/m³,820,34,31755.41,6,15,16480,45.300000000000004,43.6
24°C,65 g/m³,820,15,33233.25,6,15,18224,44.6,27.799999999999997
25°C,67 g/m³,820,25,36518.12,6,15,21403,25.6,37.1
26°C,70 g/m³,820,30,38072.95,6,15,20452,57.199999999999996,56.7
27°C,72 g/m³,820,22,33250.65,6,15,8910,25.7,50.9
28°C,70 g/m³,820,16,29934.16,6,15,5838,45.5,36.2
29°C,67 g/m³,1200,35,30384.56,10,15,11716,55.5,45.599999999999994
30°C,65 g/m³,1200,21,35903.21,10,15,10667,37.2,50.099999999999994
31°C,63 g/m³,1200,29,38805.79,10,15,14640,23.3,48.9
32°C,60 g/m³,1200,18,37425.63,10,15,11368,28.700000000000003,24.5
33°C,57 g/m³,1200,33,31025.51,10,15,10047,41.3,46.7
32°C,54 g/m³,1200,24,27662.13,10,15,14832,39.2,22.3
31°C,51 g/m³,1200,14,35846.88,10,15,17521,54.699999999999996,55.599999999999994
30°C,48 g/m³,1200,26,35664.11,10,15,8551,34.8,30.8
29°C,45 g/m³,1200,20,38419.64,10,15,11947,34.1,31.9
28°C,42 g/m³,1200,27,32000.65,10,15,21728,48.4,43.4
27°C,39 g/m³,1200,36,36284.92,10,15,20781,36.9,59.800000000000004
26°C,36 g/m³,1200,23,37461.19,10,15,20052,34.1,40.099999999999994
25°C,33 g/m³,1200,32,30325.94,10,15,21545,50.199999999999996,27.7
24°C,30 g/m³,1200,13,26210.18,10,15,5102,41.5,53.4
23°C,27 g/m³,1200,15,37629.87,10,15,17134,58.5,38.7
22°C,24 g/m³,1200,19,36564.79,10,15,6363,35.4,22.200000000000003
21°C,27 g/m³,1200,26,39430.28,10,15,20029,28.599999999999998,35.6
20°C,30 g/m³,1200,22,34157.25,10,15,11564,36.800000000000004,42.300000000000004
19°C,33 g/m³,1200,34,39627.58,10,15,14745,49.699999999999996,47.800000000000004
18°C,36 g/m³,1200,31,35874.49,10,15,14188,51.6,26.7
17°C,39 g/m³,1200,20,31973.23,10,15,8954,49.2,32.1
16°C,42 g/m³,1200,28,37580.42,10,15,9497,28.900000000000002,46.5
15°C,45 g/m³,1200,16,35528.36,10,15,14992,32.2,53.2
16°C,48 g/m³,1200,33,34473.52,10,15,9459,48.6,29.3
17°C,51 g/m³,1200,35,36346.28,10,15,20924,56.7,41.1
18°C,54 g/m³,1200,27,31747.69,10,15,21180,28.900000000000002,37.599999999999994
19°C,57 g/m³,1200,18,36792.46,10,15,10223,49.5,51.2
20°C,60 g/m³,1200,21,33665.19,10,15,8142,34.900000000000006,25.6
21°C,63 g/m³,1200,32,31645.77,10,15,15107,32.3,48.9
22°C,65 g/m³,1200,23,39568.11,10,15,11876,43.2,33.199999999999996
23°C,14 g/m³,1200,24,33498.23,10,15,13533,37.400000000000006,29.1
24°C,15 g/m³,1200,30,36538.65,10,15,14602,53.099999999999994,46.7
25°C,16 g/m³,1200,25,36347.82,10,15,10182,39.4,37.8
26°C,17 g/m³,1200,14,34791.29,10,15,20050,52.300000000000004,52.1
27°C,16 g/m³,1200,17,34296.81,10,15,16429,35.8,45.599999999999994
28°C,15 g/m³,1200,36,30884.79,10,15,15989,26.200000000000003,27.799999999999997
29°C,33 g/m³,1200,13,35218.06,10,15,20155,35.2,38.9
30°C,35 g/m³,1200,31,36124.31,10,15,9160,42.400000000000006,52.300000000000004
25°C,37 g/m³,1200,17,31290.64,10,15,12635,49.1,25.6
24°C,11 g/m³,1200,28,36583.78,10,15,7313,49.699999999999996,47.599999999999994
26°C,13 g/m³,1200,19,38903.48,10,15,5887,44.900000000000006,32.9
23°C,10 g/m³,1200,34,30753.47,10,15,21444,25.099999999999998,56.7
27°C,14 g/m³,1200,15,32559.84,10,15,11638,51.7,30.9
28°C,15 g/m³,1200,25,39802.25,10,15,15988,29.8,24.3
26°C,13 g/m³,1200,30,33218.69,10,15,21763,59.400000000000006,42.300000000000004
25°C,12 g/m³,1200,22,39642.51,10,15,21608,52.400000000000006,35.6
24°C,11 g/m³,1200,16,38926.82,10,15,6177,26.6,27.799999999999997
23°C,10 g/m³,1200,35,33610.57,10,15,14418,25.6,40.099999999999994
22°C,9 g/m³,1200,21,38401.82,10,15,12083,35.099999999999994,53.4
21°C,8 g/m³,1200,29,35546.38,10,15,7824,47.300000000000004,37.8
20°C,7 g/m³,1200,18,38937.16,10,15,10038,33.6,42.300000000000004
19°C,6 g/m³,1200,33,39816.47,10,15,16841,42.699999999999996,55.599999999999994
18°C,5 g/m³,1200,24,34532.19,10,15,13253,43.099999999999994,48.9
19°C,6 g/m³,1200,14,36105.27,10,15,21867,49.400000000000006,32.1
20°C,7 g/m³,1200,26,36146.62,10,15,14791,57.199999999999996,46.7
21°C,8 g/m³,1200,20,38637.85,10,15,21114,56.3,25.6
22°C,9 g/m³,1200,27,33233.41,10,15,18582,49.1,39.8
23°C,10 g/m³,1200,36,36502.49,10,15,10568,42.699999999999996,53.4
24°C,11 g/m³,1200,23,31763.36,10,15,8959,48.4,25.6
25°C,12 g/m³,1200,32,36764.91,10,15,21851,26.7,32.3
26°C,13 g/m³,1200,13,38368.27,10,15,21526,28.1,46.7
27°C,14 g/m³,1200,15,31586.98,10,15,9290,37.599999999999994,58.9
28°C,15 g/m³,1200,19,37993.46,10,15,21309,53.2,24.5
29°C,16 g/m³,1200,26,36499.29,10,15,7154,26.400000000000002,47.800000000000004
30°C,17 g/m³,1200,22,39046.84,10,15,15615,54.400000000000006,26.7
29°C,16 g/m³,1200,34,36773.92,10,15,16034,49.5,32.1
28°C,15 g/m³,1200,31,38422.26,10,15,21504,38.4,46.5
27°C,14 g/m³,1200,20,38616.81,10,15,13423,54.900000000000006,53.2
26°C,13 g/m³,1200,28,36601.89,10,15,20954,33.8,39.300000000000004
25°C,12 g/m³,1200,16,36467.34,10,15,21903,49.800000000000004,41.1
24°C,11 g/m³,1200,33,36517.67,10,15,18125,41.8,27.599999999999998
23°C,10 g/m³,1200,35,39697.11,10,15,9173,28.2,51.2
22°C,9 g/m³,1200,27,36994.73,10,15,14743,39.1,35.6
21°C,8 g/m³,1200,18,39936.92,10,15,6729,36.7,48.9
20°C,7 g/m³,1200,21,33546.42,10,15,19119,45.199999999999996,23.2
19°C,6 g/m³,1200,32,31567.57,10,15,18548,46.7,37.599999999999994
18°C,5 g/m³,1200,23,32799.23,10,15,13710,48.8,52.300000000000004
17°C,4 g/m³,1200,24,33123.57,10,15,21242,58.5,25.6
16°C,5 g/m³,1200,30,39375.52,10,15,8485,57.300000000000004,47.599999999999994
15°C,6 g/m³,1200,25,39250.61,10,15,20952,58.4,32.9
16°C,7 g/m³,1200,14,36492.34,10,15,15146,42.300000000000004,56.7
17°C,8 g/m³,1200,17,34687.38,10,15,21589,55.300000000000004,30.9
18°C,9 g/m³,1200,36,36469.57,10,15,20170,46.8,24.3
19°C,10 g/m³,1200,13,38090.15,10,15,15564,50.099999999999994,42.300000000000004
20°C,11 g/m³,1200,31,32769.14,10,15,19155,39.5,35.6
21°C,12 g/m³,1200,17,38539.89,10,15,12132,59.400000000000006,47.800000000000004
22°C,13 g/m³,1200,28,31264.11,10,15,18363,46.7,26.7
23°C,14 g/m³,1200,19,33542.57,10,15,16340,45.199999999999996,32.1
24°C,15 g/m³,1200,34,34590.64,10,15,16882,43.4,46.5
25°C,16 g/m³,1200,15,38293.41,10,15,21603,48.3,53.2
26°C,17 g/m³,1200,25,34353.76,10,15,18534,23.900000000000002,29.3
27°C,18 g/m³,1200,30,37084.92,10,15,20416,53.4,41.1
28°C,17 g/m³,1200,22,39998.34,10,15,20327,43.099999999999994,37.599999999999994
29°C,16 g/m³,1200,16,36579.29,10,15,18058,47.9,51.2
30°C,15 g/m³,1200,35,34002.81,10,15,17634,55.7,25.6
31°C,14 g/m³,1200,21,36378.46,10,15,10919,37.1,48.9
32°C,13 g/m³,1200,29,36594.35,10,15,16342,24.3,33.199999999999996
31°C,12 g/m³,1200,18,39601.64,10,15,21014,44.699999999999996,29.1
30°C,11 g/m³,1200,33,35322.12,10,15,8967,44.3,46.7
29°C,10 g/m³,1200,24,36220.81,10,15,9221,26.6,37.8
28°C,9 g/m³,1100,14,33343.89,4,12,20723,38.5,52.1
27°C,8 g/m³,1100,26,38209.67,4,12,16615,26.099999999999998,45.599999999999994
26°C,7 g/m³,1100,20,39582.89,4,12,15691,32.599999999999994,27.799999999999997
25°C,6 g/m³,1100,27,32897.67,4,12,13522,43.2,38.9
24°C,7 g/m³,1100,36,38949.12,4,12,18557,25.5,52.300000000000004
23°C,8 g/m³,1100,23,35244.29,4,12,21664,33.9,25.6
22°C,9 g/m³,1100,32,35804.73,4,12,16386,34.1,47.599999999999994
21°C,10 g/m³,1100,13,35394.24,4,12,11453,53.5,32.9
20°C,11 g/m³,1100,15,32102.57,4,12,15170,34.8,56.7
19°C,12 g/m³,1100,19,39284.75,4,12,16941,51.7,30.9
18°C,13 g/m³,1100,26,36106.23,4,12,7680,56.5,24.3
17°C,14 g/m³,1100,22,38164.33,4,12,6937,32.7,42.300000000000004
16°C,15 g/m³,1100,34,39106.91,4,12,8502,45.199999999999996,35.6
17°C,16 g/m³,1100,31,39380.25,4,12,11347,55.8,47.800000000000004
18°C,17 g/m³,1100,20,36571.11,4,12,19518,47.400000000000006,26.7
19°C,18 g/m³,1100,28,38376.62,4,12,20305,53.099999999999994,32.1
20°C,19 g/m³,1100,16,35946.85,4,12,17494,56.3,46.5
21°C,20 g/m³,1100,33,39877.69,4,12,15534,28.3,53.2
22°C,19 g/m³,1100,35,36389.27,4,12,20373,25.299999999999997,29.3
23°C,18 g/m³,1100,27,38038.56,4,12,15741,31.299999999999997,41.1
24°C,17 g/m³,1100,18,32973.88,4,12,21279,27.3,37.599999999999994
25°C,16 g/m³,1100,21,36201.56,4,12,13259,54.900000000000006,51.2
26°C,15 g/m³,1100,32,38679.52,4,12,10679,42.599999999999994,25.6
27°C,16 g/m³,1100,23,36117.22,4,12,20551,59.900000000000006,48.9
28°C,15 g/m³,1100,24,37857.42,4,12,11081,38.3,33.199999999999996
29°C,14 g/m³,1100,30,37734.88,4,12,21980,51.5,29.1
30°C,13 g/m³,1100,25,34868.21,4,12,8315,51.3,46.7
31°C,12 g/m³,1100,14,36774.91,4,12,12621,26.8,37.8
32°C,11 g/m³,1100,17,39760.73,4,12,19335,32.2,52.1
33°C,10 g/m³,1100,36,35404.59,4,12,16552,43.8,45.599999999999994
34°C,9 g/m³,1100,13,34715.79,4,12,16428,55.7,27.799999999999997
35°C,8 g/m³,1100,31,39355.76,4,12,18115,47.1,38.9
36°C,7 g/m³,1100,17,33827.45,4,12,9178,26.6,52.300000000000004
35°C,6 g/m³,1100,28,38791.69,4,12,14963,52.5,25.6
34°C,16 g/m³,1100,19,35186.59,4,12,21494,29.8,47.599999999999994
33°C,15 g/m³,1100,34,39645.28,4,12,18609,28.0,32.9
32°C,14 g/m³,1100,15,35878.54,4,12,16209,59.1,56.7
31°C,13 g/m³,1100,25,38119.83,4,12,16276,35.3,30.9
24°C,45 g/m³,1100,30,38805.92,4,12,20443,58.9,24.3
22°C,42 g/m³,1100,22,35147.42,4,12,13833,41.2,42.300000000000004
25°C,48 g/m³,1100,16,37480.27,4,12,15958,34.5,35.6
23°C,40 g/m³,1100,35,39699.47,4,12,12679,27.1,47.800000000000004
26°C,50 g/m³,1100,21,37816.58,4,12,20413,30.099999999999998,26.7
27°C,55 g/m³,1100,29,33654.45,4,12,9615,53.3,32.1
28°C,60 g/m³,1100,18,38905.16,4,12,17091,57.5,46.5
26°C,52 g/m³,1100,33,37852.97,4,12,13381,58.3,53.2
25°C,47 g/m³,1100,24,37199.22,4,12,17378,36.0,29.3
23°C,43 g/m³,1100,14,33379.12,4,12,20642,30.4,41.1
22°C,41 g/m³,1100,26,36393.65,4,12,21370,46.5,37.599999999999994
21°C,39 g/m³,1100,20,39452.56,4,12,11857,37.9,51.2
20°C,37 g/m³,1100,27,33825.67,4,12,20794,54.1,25.6
19°C,35 g/m³,1100,36,37280.91,4,12,19808,49.6,48.9
18°C,33 g/m³,1100,23,39840.23,4,12,20205,58.5,33.199999999999996
19°C,35 g/m³,1100,32,37892.48,4,12,19489,26.400000000000002,29.1
20°C,37 g/m³,1100,13,35919.53,4,12,14059,28.2,46.7
22°C,40 g/m³,1100,15,35947.19,4,12,18140,58.099999999999994,37.8
24°C,42 g/m³,1100,19,38969.64,4,12,8684,57.9,52.1
25°C,45 g/m³,1100,26,39092.38,4,12,10736,27.9,45.599999999999994
26°C,48 g/m³,1100,22,38638.15,4,12,20490,26.7,27.799999999999997
27°C,51 g/m³,1100,34,36407.32,4,12,21846,24.4,38.9
28°C,54 g/m³,1100,31,38663.28,4,12,19380,54.3,52.300000000000004
29°C,57 g/m³,1100,20,38219.82,4,12,18233,58.7,25.6
30°C,60 g/m³,1100,28,39606.47,4,12,13205,47.199999999999996,47.599999999999994
31°C,63 g/m³,1100,16,39629.16,4,12,12285,45.099999999999994,32.9
30°C,65 g/m³,1100,33,36854.39,4,12,16188,35.8,56.7
29°C,63 g/m³,1100,35,33359.45,4,12,7666,33.3,30.9
28°C,60 g/m³,1100,27,33185.38,4,12,8447,34.300000000000004,24.3
27°C,57 g/m³,1100,18,39233.29,4,12,19477,44.699999999999996,42.300000000000004
26°C,54 g/m³,1100,21,32467.92,4,12,21152,47.9,35.6
25°C,51 g/m³,1100,32,34773.24,4,12,18586,56.4,47.800000000000004
24°C,48 g/m³,1100,23,39645.27,4,12,15932,53.9,26.7
23°C,45 g/m³,1100,24,33828.91,4,12,17733,53.8,32.1
22°C,42 g/m³,1100,30,37142.57,4,12,17874,32.1,46.5
21°C,39 g/m³,1100,25,36149.26,4,12,13117,41.7,53.2
20°C,36 g/m³,1100,14,26460.2,4,12,21774,27.5,29.3
19°C,33 g/m³,1100,17,35118.57,4,12,16806,34.2,41.1
18°C,30 g/m³,1100,36,23032.99,4,12,12833,41.1,37.599999999999994
17°C,27 g/m³,1100,13,21562.08,4,12,17987,39.5,51.2
16°C,30 g/m³,1100,27,19457.45,4,12,16661,50.300000000000004,25.6
17°C,33 g/m³,1100,34,19091.44,4,12,7512,31.5,48.9
18°C,36 g/m³,1100,20,23142.94,4,12,13825,27.200000000000003,33.199999999999996
19°C,39 g/m³,1100,32,28819.53,4,12,18670,40.599999999999994,29.1
20°C,42 g/m³,1100,16,21295.14,4,12,14706,54.400000000000006,46.7
21°C,45 g/m³,1100,29,24454.15,4,12,14446,43.9,37.8
22°C,48 g/m³,1100,23,27026.12,4,12,14007,37.5,52.1
23°C,51 g/m³,1100,35,23615.47,4,12,15645,28.700000000000003,45.599999999999994
24°C,54 g/m³,1100,15,19079.79,4,12,19401,59.6,27.799999999999997
25°C,57 g/m³,1100,28,21889.48,4,12,10248,40.4,38.9
26°C,60 g/m³,1100,14,26152.88,4,12,18050,34.7,52.300000000000004
27°C,63 g/m³,1100,19,22687.94,4,12,21890,48.0,25.6
28°C,65 g/m³,1100,22,23478.06,4,12,18893,24.900000000000002,47.599999999999994
29°C,67 g/m³,1100,33,21416.41,4,12,21343,49.2,32.9
30°C,70 g/m³,1100,30,26440.1,4,12,12067,59.1,56.7
31°C,72 g/m³,1100,24,22046.04,4,12,21578,33.4,30.9
32°C,70 g/m³,1100,21,19329.75,4,12,20165,42.0,24.3
33°C,67 g/m³,1100,25,21063.78,4,12,20782,43.0,42.300000000000004
32°C,65 g/m³,1100,18,20903.12,4,12,7471,32.5,35.6
31°C,63 g/m³,1100,31,24172.44,4,12,4348,39.7,47.800000000000004
30°C,60 g/m³,1100,36,22105.67,4,12,2917,56.0,26.7
29°C,57 g/m³,1100,17,25147.58,4,12,8030,25.099999999999998,32.1
28°C,54 g/m³,1050,26,28648.15,6,12,4775,55.0,46.5
27°C,51 g/m³,1050,13,24273.17,6,12,9102,50.099999999999994,53.2
26°C,48 g/m³,1050,16,22411.41,6,12,5603,38.9,29.3
25°C,45 g/m³,1050,35,19094.08,6,12,3244,51.3,41.1
24°C,42 g/m³,1050,31,19237.57,6,12,7888,44.6,37.599999999999994
23°C,39 g/m³,1050,19,21660.69,6,12,3029,47.699999999999996,51.2
22°C,36 g/m³,1050,27,70755.08,6,12,7022,41.8,25.6
21°C,33 g/m³,1050,32,24056.99,6,12,5831,54.5,48.9
20°C,30 g/m³,1050,22,23171.88,6,12,4335,46.6,33.199999999999996
19°C,27 g/m³,1050,34,20369.16,6,12,7499,29.3,29.1
18°C,24 g/m³,1050,15,21957.47,6,12,6236,53.4,46.7
17°C,27 g/m³,1050,18,21482.77,6,12,9486,47.699999999999996,37.8
16°C,30 g/m³,1050,28,22762.3,6,12,7287,39.2,52.1
15°C,33 g/m³,1050,21,20181.42,6,12,5783,43.2,45.599999999999994
16°C,36 g/m³,1050,30,15386.04,6,12,3901,59.1,27.799999999999997
17°C,39 g/m³,1050,25,22612.62,6,12,6653,44.699999999999996,38.9
18°C,42 g/m³,1050,33,19520.08,6,12,5505,40.099999999999994,52.300000000000004
19°C,45 g/m³,1050,20,24820.77,6,12,3989,46.7,25.6
20°C,48 g/m³,1050,14,28877.67,6,12,9825,44.5,47.599999999999994
21°C,51 g/m³,1050,26,22699.84,6,12,3859,36.800000000000004,32.9
22°C,54 g/m³,1050,29,19687.08,6,12,7501,25.4,56.7
23°C,57 g/m³,1050,23,19102.48,6,12,7123,34.900000000000006,30.9
24°C,60 g/m³,1050,36,24990.87,6,12,5895,37.2,24.3
25°C,63 g/m³,1050,17,20619.6,6,12,3579,39.1,42.300000000000004
26°C,65 g/m³,1050,27,17355.14,6,12,7432,33.1,35.6
27°C,45 g/m³,1050,34,21415.89,6,12,4130,47.9,47.800000000000004
28°C,42 g/m³,1050,20,37356.94,6,12,5311,36.7,26.7
29°C,48 g/m³,1050,32,26376.62,6,12,2081,46.7,32.1
30°C,40 g/m³,1050,16,22681.54,6,12,3410,52.400000000000006,46.5
24°C,50 g/m³,1050,29,26634.06,6,12,2328,57.800000000000004,53.2
22°C,55 g/m³,1050,23,24699.24,6,12,5502,35.5,29.3
25°C,60 g/m³,1050,35,28540.18,6,12,3578,30.4,41.1
23°C,52 g/m³,1050,15,23089.25,6,12,6223,34.7,37.599999999999994
26°C,47 g/m³,1050,28,25991.55,6,12,6497,54.2,51.2
27°C,43 g/m³,1050,14,26883.78,6,12,2953,54.3,25.6
28°C,41 g/m³,1050,19,40163.14,6,12,8224,39.7,48.9
26°C,39 g/m³,1050,22,27244.56,6,12,5177,38.9,33.199999999999996
25°C,37 g/m³,1050,33,25484.44,6,12,9522,34.300000000000004,29.1
23°C,35 g/m³,1050,30,25975.57,6,12,6869,44.1,46.7
22°C,33 g/m³,1050,24,33269.08,6,12,2871,33.6,37.8
21°C,35 g/m³,1050,21,26447.9,6,12,2960,54.1,52.1
20°C,37 g/m³,1050,25,30622.66,6,12,9612,44.1,45.599999999999994
19°C,40 g/m³,1050,18,33802.14,6,12,2998,31.099999999999998,27.799999999999997
18°C,42 g/m³,1050,31,24522.29,6,12,4223,38.6,38.9
19°C,45 g/m³,1050,36,29665.67,6,12,7945,56.3,52.300000000000004
20°C,48 g/m³,1050,17,23023.86,6,12,4962,54.1,25.6
22°C,51 g/m³,1050,26,35019.13,6,12,5589,52.5,47.599999999999994
24°C,54 g/m³,1050,13,22995.98,6,12,7496,54.3,32.9
25°C,57 g/m³,1050,16,23075.38,6,12,3685,44.5,56.7
26°C,60 g/m³,1050,35,24554.71,6,12,3673,43.8,30.9
27°C,63 g/m³,1050,31,23997.47,6,12,6415,34.7,24.3
28°C,65 g/m³,1050,19,29899.38,6,12,9705,38.6,42.300000000000004
29°C,63 g/m³,1050,27,28086.15,6,12,6839,42.400000000000006,35.6
30°C,60 g/m³,1050,32,21655.87,6,12,3787,27.400000000000002,47.800000000000004
31°C,57 g/m³,1050,22,25437.47,6,12,6571,42.1,26.7
30°C,54 g/m³,1050,34,23201.75,6,12,7841,42.599999999999994,32.1
29°C,51 g/m³,1050,15,29430.34,6,12,6809,49.900000000000006,46.5
28°C,48 g/m³,1050,18,24521.24,6,12,7601,46.4,53.2
27°C,45 g/m³,1050,28,22767.43,6,12,6173,31.5,29.3
26°C,42 g/m³,1050,21,21484.66,6,12,6310,45.7,41.1
25°C,39 g/m³,1050,30,26505.65,6,12,6829,40.199999999999996,37.599999999999994
24°C,36 g/m³,1050,25,25641.41,6,12,3940,43.099999999999994,51.2
23°C,33 g/m³,1050,33,20738.75,6,12,8190,48.4,25.6
22°C,30 g/m³,1050,20,20226.48,6,12,8784,39.5,48.9
21°C,27 g/m³,1050,14,20167.16,6,12,8230,42.1,33.199999999999996
20°C,30 g/m³,1050,26,24338.24,6,12,6477,46.3,29.1
19°C,33 g/m³,1050,29,24998.12,6,12,5957,29.8,46.7
18°C,36 g/m³,1050,23,18237.22,6,12,6902,38.199999999999996,37.8
17°C,39 g/m³,1050,36,22501.12,6,12,5394,47.199999999999996,52.1
16°C,42 g/m³,1050,17,19877.49,6,12,7383,35.099999999999994,45.599999999999994
17°C,45 g/m³,1050,27,45699.54,6,12,9304,47.1,27.799999999999997
18°C,48 g/m³,1050,34,25962.38,6,12,7018,28.799999999999997,38.9
19°C,51 g/m³,1050,20,24822.79,6,12,4631,59.5,52.300000000000004
20°C,54 g/m³,1050,32,24029.89,6,12,4715,46.6,25.6
21°C,57 g/m³,1050,16,32500.52,6,12,8808,37.599999999999994,47.599999999999994
22°C,60 g/m³,1050,29,23591.0,6,12,7292,40.4,32.9
23°C,63 g/m³,1050,23,23530.84,6,12,4957,39.5,56.7
24°C,65 g/m³,1050,35,21924.34,6,12,4857,47.1,30.9
25°C,67 g/m³,1050,15,30110.8,6,12,4744,34.5,24.3
26°C,70 g/m³,1050,28,24332.36,6,12,4894,51.2,42.300000000000004
27°C,72 g/m³,1050,14,21902.65,6,12,7811,50.8,35.6
28°C,70 g/m³,1050,19,42681.35,6,12,4684,39.1,47.800000000000004
29°C,67 g/m³,1050,22,21135.95,6,12,9707,26.200000000000003,26.7
30°C,65 g/m³,1050,33,37351.58,6,12,7508,59.1,32.1
31°C,63 g/m³,1050,30,26711.83,6,12,3275,45.599999999999994,46.5
32°C,60 g/m³,1050,24,24137.57,6,12,7137,58.8,53.2
33°C,57 g/m³,1050,21,20194.48,6,12,7201,25.299999999999997,29.3
32°C,54 g/m³,1050,25,18118.19,6,12,6473,48.7,41.1
31°C,51 g/m³,1050,18,19659.17,6,12,3904,51.1,37.599999999999994
30°C,48 g/m³,1050,31,30069.78,6,12,7839,28.1,51.2
29°C,45 g/m³,1050,36,20978.72,6,12,4156,44.699999999999996,25.6
28°C,42 g/m³,1050,17,21459.58,6,12,6029,56.1,48.9
27°C,39 g/m³,1050,26,26017.47,6,12,2791,43.6,33.199999999999996
26°C,36 g/m³,1050,13,22019.04,6,12,2411,43.6,29.1
25°C,33 g/m³,1050,16,16096.52,6,12,2189,56.5,46.7
24°C,30 g/m³,1050,35,15499.67,6,12,3500,47.9,37.8
23°C,27 g/m³,1050,31,18735.62,6,12,11649,47.599999999999994,52.1
22°C,24 g/m³,1050,19,19900.99,6,12,18410,47.9,45.599999999999994
21°C,27 g/m³,1050,27,20999.94,6,12,16144,55.5,27.799999999999997
20°C,30 g/m³,1050,32,24363.02,6,12,10977,52.800000000000004,38.9
19°C,33 g/m³,1025,22,14746.01,10,20,8621,41.6,52.300000000000004
18°C,36 g/m³,1025,34,16839.87,10,20,8743,31.7,35.8
17°C,39 g/m³,1025,15,18581.64,10,20,18553,27.9,31.400000000000002
16°C,42 g/m³,1025,18,23582.01,10,20,9298,32.5,41.2
15°C,45 g/m³,1025,28,17944.31,10,20,3347,49.400000000000006,32.3
16°C,48 g/m³,1025,21,16212.9,10,20,17454,48.6,27.9
17°C,51 g/m³,1025,30,19818.32,10,20,8835,34.1,38.9
18°C,54 g/m³,1025,25,28939.64,10,20,15791,36.800000000000004,52.699999999999996
19°C,57 g/m³,1025,33,19947.48,10,20,20798,51.3,46.2
20°C,60 g/m³,1025,20,17095.73,10,20,13403,23.1,39.5
21°C,63 g/m³,1025,14,19397.36,10,20,5468,31.9,34.4
22°C,65 g/m³,1025,26,18452.51,10,20,6158,22.3,23.5
25°C,12 g/m³,1025,29,19771.49,10,20,15990,26.200000000000003,56.7
24°C,11 g/m³,1025,23,17304.87,10,20,16685,32.3,38.1
26°C,13 g/m³,1025,36,16296.56,10,20,10860,37.400000000000006,49.900000000000006
23°C,10 g/m³,1025,17,18288.06,10,20,13957,43.099999999999994,53.3
27°C,14 g/m³,1025,31,17060.45,10,20,6906,52.5,24.5
28°C,15 g/m³,1025,17,19087.29,10,20,7768,38.9,50.300000000000004
26°C,13 g/m³,1025,28,12916.21,10,20,13070,41.4,54.1
25°C,12 g/m³,1025,19,2482.27,10,20,16953,23.5,40.599999999999994
24°C,11 g/m³,1025,34,13527.22,10,20,16197,33.4,55.7
23°C,10 g/m³,1025,15,24957.24,10,20,3138,46.2,44.6
22°C,9 g/m³,1025,25,26041.45,10,20,16813,32.3,41.7
21°C,8 g/m³,1025,30,21681.28,10,20,14311,23.599999999999998,57.199999999999996
20°C,7 g/m³,1025,22,16737.05,10,20,14444,33.1,51.3
19°C,6 g/m³,1025,16,17947.2,10,20,20699,41.1,46.7
18°C,5 g/m³,1025,35,17405.48,10,20,16480,46.6,39.300000000000004
